1 23:0.0125 626:0.0125 641:0.0125 608:0.0125 611:0.0125 590:0.0125 606:0.0125 519:0.0125 535:0.0125 479:0.0125
247 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
248 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
249 3998:0.0125 4091:0.0125 4092:0.0125 4085:0.0125 4086:0.0125 4082:0.0125 4083:0.0125 4067:0.0125 4071:0.0125 4056:0.0125
250 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
252 12086:0 12096:0 12093:0 12092:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0
253 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
254 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
255 1177:0.025 1247:0.025 1234:0.025 1295:0.025 1228:0.025 1274:0.025 1286:0.025 1195:0.025 1204:0.025 1262:0.025
256 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
257 12086:0 12092:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0
258 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
259 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
260 12086:0 12090:0 12016:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
261 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
262 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
263 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
264 12086:0 12096:0 12092:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0
265 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
266 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
267 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
268 12086:0 12092:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0
269 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
270 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
271 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
272 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
273 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
275 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
276 12086:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0
277 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
278 12086:0.0375 11982:0.0375 12437:0.0375 12074:0.0375 12075:0.0375 12063:0.0375 12064:0.0375 12053:0.0375 12054:0.0375 12052:0.0375
279 12086:0.025 12016:0.025 12064:0.025 11925:0.025 12062:0.025 12056:0.025 12057:0.025 12049:0.025 12051:0.025 11976:0.025
280 1177:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
281 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
282 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
283 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
284 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
285 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
286 12086:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0
288 12086:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0
289 1175:0.05 1235:0.05 1227:0.05 1254:0.05 1247:0.05 1295:0.05 1228:0.05 1206:0.05 1221:0.05 1195:0.05
290 12086:0 11982:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
291 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
292 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
293 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
295 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
296 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
297 1835:0.0125 1961:0.0125 2200:0.0125 2156:0.0125 2117:0.0125 2030:0.0125 1865:0.0125 2179:0.0125 2016:0.0125 2159:0.0125
298 14416:0.0125 14472:0.0125 14477:0.0125 14469:0.0125 14470:0.0125 14465:0.0125 14468:0.0125 14448:0.0125 14450:0.0125 14442:0.0125
299 10111:0.025 10582:0.025 10511:0.025 10346:0.025 10470:0.025 10433:0.025 11195:0.025 11880:0.025 11882:0.025 11828:0.025
300 14416:0.05 14363:0.05 14370:0.05 14541:0.05 14555:0.05 14530:0.05 14449:0.05 14480:0.05 14487:0.05 14477:0.05
301 12086:0.025 12089:0.025 12016:0.025 11982:0.025 11925:0.025 11895:0.025 11967:0.025 12051:0.025 12052:0.025 12047:0.025
302 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
303 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
304 12086:0.0375 12016:0.0375 12064:0.0375 11925:0.0375 12062:0.0375 12056:0.0375 12057:0.0375 12049:0.0375 12051:0.0375 12047:0.0375
305 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
306 14416:0.0125 14472:0.0125 14477:0.0125 14469:0.0125 14470:0.0125 14465:0.0125 14468:0.0125 14448:0.0125 14450:0.0125 14442:0.0125
307 12086:0 12093:0 12092:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0
308 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
309 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
310 5264:0.0375 5776:0.0375 5777:0.0375 5773:0.0375 5774:0.0375 5764:0.0375 5772:0.0375 5733:0.0375 5734:0.0375 5717:0.0375
311 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
312 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
313 12086:0 12097:0 12096:0 12093:0 12092:0 12090:0 12089:0 11982:0 11925:0 11895:0
314 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
315 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
316 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
317 12086:0 12093:0 12092:0 12090:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0
318 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
320 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
321 1175:0.05 1235:0.05 1227:0.05 1254:0.05 1247:0.05 1295:0.05 1228:0.05 1206:0.05 1221:0.05 1195:0.05
322 12086:0 13180:0 1314:0 12441:0 12099:0 12098:0 12097:0 12096:0 12093:0 12092:0
323 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
324 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
325 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
326 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
327 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
328 3165:0.0125 3531:0.0125 3701:0.0125 3338:0.0125 3410:0.0125 3169:0.0125 3175:0.0125 3732:0.0125 3764:0.0125 3197:0.0125
329 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
330 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
331 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
332 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
333 12086:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0
334 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
335 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
336 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
337 12086:0 12092:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0
338 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
339 12086:0 12096:0 12093:0 12092:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0
340 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
341 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
342 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
343 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
344 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
346 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
347 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
348 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
349 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
350 12086:0 12092:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0
351 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
352 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
353 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10107:0 5016:0 11976:0
354 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
355 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
356 1397:0.25 1382:0.25 1383:0.25 1375:0.25 1402:0.25 1379:0.25 1400:0.25 1372:0.25 1426:0.25 1374:0.25
359 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
360 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
361 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
362 12516:0.0125 12128:0.0125 12403:0.0125 12782:0.0125 13164:0.0125 12454:0.0125 12497:0.0125 12097:0.0125 13193:0.0125 13107:0.0125
363 1175:0.0125 1247:0.0125 1234:0.0125 1295:0.0125 1228:0.0125 1274:0.0125 1286:0.0125 1195:0.0125 1204:0.0125 1262:0.0125
364 12086:0 12096:0 12093:0 12092:0 12090:0 12089:0 12016:0 11982:0 11895:0 11299:0
365 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
367 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
368 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10107:0 5016:0 11976:0 6006:0
369 12086:0 12441:0 12099:0 12098:0 12097:0 12096:0 12093:0 12092:0 12090:0 12089:0
370 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
371 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
372 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
373 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
374 12086:0 12092:0 12090:0 12089:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0
375 12086:0.0125 12000:0.0125 12010:0.0125 11972:0.0125 11973:0.0125 11922:0.0125 11960:0.0125 11977:0.0125 12035:0.0125 11911:0.0125
376 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
377 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
378 12086:0 12092:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0
380 12086:0 12098:0 12097:0 12096:0 12093:0 12092:0 12090:0 12089:0 12016:0 11982:0
381 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
382 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
384 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
386 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
387 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
388 12086:0 12096:0 12093:0 12092:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0
389 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
390 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
391 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
392 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
393 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
394 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
395 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
396 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
397 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
398 14416:0.0125 14365:0.0125 14371:0.0125 14357:0.0125 14358:0.0125 14355:0.0125 14356:0.0125 14319:0.0125 14320:0.0125 14308:0.0125
399 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
400 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
401 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
402 1177:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
403 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
404 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
405 11649:0.0125 11775:0.0125 11786:0.0125 11729:0.0125 11745:0.0125 11715:0.0125 11723:0.0125 11607:0.0125 11609:0.0125 11597:0.0125
406 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
407 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
408 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
409 1175:0.025 1315:0.025 1230:0.025 1290:0.025 1303:0.025 1211:0.025 1278:0.025 1306:0.025 1196:0.025 1187:0.025
410 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
411 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
412 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
413 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
414 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
415 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
416 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
417 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
418 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
420 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
423 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
424 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
425 12086:0 12089:0 12016:0 11982:0 11925:0 11299:0 10313:0 10107:0 5016:0 11976:0
426 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
427 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
428 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
429 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
432 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
433 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
434 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
435 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
437 1314:0.0125 1363:0.0125 1368:0.0125 1325:0.0125 1336:0.0125 1421:0.0125 1315:0.0125 1393:0.0125 1395:0.0125 1381:0.0125
438 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
439 10111:0.0125 10836:0.0125 10858:0.0125 10192:0.0125 10727:0.0125 11754:0.0125 10181:0.0125 10433:0.0125 11149:0.0125 11893:0.0125
440 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
441 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
442 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
443 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
444 10111:0.0375 10405:0.0375 10438:0.0375 10367:0.0375 10370:0.0375 10679:0.0375 11739:0.0375 10185:0.0375 10282:0.0375 11638:0.0375
446 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
447 12086:0 14404:0 14397:0 14396:0 14385:0 14338:0 1314:0 12441:0 12097:0 12096:0
448 12086:0 12090:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
449 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
450 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
452 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
453 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
454 1:0.0375 11:0.0375 36:0.0375 559:0.0375 585:0.0375 552:0.0375 558:0.0375 468:0.0375 479:0.0375 414:0.0375
455 12086:0.0125 12102:0.0125 13120:0.0125 12140:0.0125 12190:0.0125 11932:0.0125 12137:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
456 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
459 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
460 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
461 12086:0.075 12093:0.075 13166:0.075 12090:0.075 12089:0.075 12016:0.075 12063:0.075 12057:0.075 11916:0.075 12054:0.075
462 12086:0 12097:0 12096:0 12093:0 12092:0 12090:0 12089:0 12016:0 11982:0 11925:0
463 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
464 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
466 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
467 12086:0 12016:0 11982:0 11925:0 11895:0 10313:0 10107:0 5016:0 11976:0 6006:0
468 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
469 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
470 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
473 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
477 12086:0 12092:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0
478 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
479 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
480 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
481 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
482 12086:0 12090:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0
483 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
484 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
485 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
486 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
487 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
488 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
489 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
491 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
492 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
493 12086:0 12090:0 12089:0 12016:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
494 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
495 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
496 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
497 12086:0.0125 12090:0.0125 12102:0.0125 12016:0.0125 11982:0.0125 11925:0.0125 12190:0.0125 12918:0.0125 13154:0.0125 12575:0.0125
498 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
499 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
500 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
502 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
503 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
505 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
506 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
507 12086:0 12441:0 12099:0 12098:0 12097:0 12096:0 12093:0 12092:0 12090:0 12089:0
508 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
510 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
513 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
514 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
518 1640:0.0125 1709:0.0125 1702:0.0125 1515:0.0125 1768:0.0125 1750:0.0125 1499:0.0125 1558:0.0125 1597:0.0125 1529:0.0125
519 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
520 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
